Description,Latitude,Location,Longitude,Price,Title,Url,Information
For small/medium dogs,35.3044472,"Hendersonville, NC",-82.4488415,10.0,Dog Harness,https://us.letgo.com/en/i/Dog-Harness-_2305ae62-fd39-4718-9937-f7ee4a1919a2,Dog Harness. $10.0. For small/medium dogs
"Runns good, new tires, new fuel pump near perfect in side just needs new trans seal",35.696184,"Leicester, NC",-82.717111,2000.0,Toyota - Hilux Surf / 4Runner - 1992,https://us.letgo.com/en/i/Toyota-Hilux-Surf-4Runner-1992_4c8de569-c559-4dc3-b17d-a7570d7710c9,"Toyota - Hilux Surf / 4Runner - 1992. $2000.0. Runns good, new tires, new fuel pump near perfect in side just needs new trans seal"
Came off a 88 ford ranger,35.5993575,"Swannanoa, NC",-82.40062270000001,40.0,Ford ranger,https://us.letgo.com/en/i/Ford-ranger_caedc571-0dd3-43e3-9b25-8a95c0ebcc0a,Ford ranger. $40.0. Came off a 88 ford ranger
50 pieces,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Marker Pack,https://us.letgo.com/en/i/Marker-Pack_055c5d8f-cf68-44b5-8d0e-b614ede88478,Marker Pack. $5.0. 50 pieces
Includes everything pictured $30,35.311300582285,"Hendersonville, NC",-82.464163955378,30.0,Huge Barbie lot,https://us.letgo.com/en/i/Huge-Barbie-lot-_220e65e2-079d-44ba-8469-d18aefac7ae0,Huge Barbie lot. $30.0. Includes everything pictured $30
GE dishwasher. works fine. (needs power cord),35.61871400000001,"Canton, NC",-82.839653,50.0,white General Electric dishwasher,https://us.letgo.com/en/i/white-General-Electric-dishwasher_68b8bbdd-98a4-4a95-bec1-d232002c59f4,white General Electric dishwasher. $50.0. GE dishwasher. works fine. (needs power cord)
"3"" by 3""",35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Picture Frame,https://us.letgo.com/en/i/Picture-Frame_03ebeb84-6515-4379-8d60-356a163b606e,"Picture Frame. $5.0. 3"" by 3"""
24 inches Chrome,35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Towel Bar,https://us.letgo.com/en/i/Towel-Bar_eff86a7e-20d5-41bc-838a-57d0dd46761a,Towel Bar. $5.0. 24 inches Chrome
Great condition. Just needs some TLC,35.4833764,"Fletcher, NC",-82.4578764,30.0,Pony saddle,https://us.letgo.com/en/i/Pony-saddle_ef083d67-2cf8-44ac-8e93-f682f6a29886,Pony saddle. $30.0. Great condition. Just needs some TLC
70X64 in white 2in plantation faux wood blind room darkening lightmaster design durable metal headrail 551x2330,35.6513,"Leicester, NC",-82.7659,100.0,Levolor 2in. Plantation wood blind,https://us.letgo.com/en/i/Levolor-2in-Plantation-wood-blind_48e859a2-b93e-45cd-a2f6-d86be4fa931a,Levolor 2in. Plantation wood blind. $100.0. 70X64 in white 2in plantation faux wood blind room darkening lightmaster design durable metal headrail 551x2330
"Excellent conditon!,",35.4833764,"Fletcher, NC",-82.4578764,25.0,Rolling wood TV stand,https://us.letgo.com/en/i/Rolling-wood-TV-stand_fd6095d6-2c7d-4a37-a539-9da956a3f30d,"Rolling wood TV stand. $25.0. Excellent conditon!,"
551x2330,35.6513,"Leicester, NC",-82.7659,50.0,Propane logs,https://us.letgo.com/en/i/Propane-logs-_2601988f-fb1d-442a-be03-76022909d4ca,Propane logs. $50.0. 551x2330
Teeter hang up,35.4644229,"Waynesville, NC",-82.99264000000002,100.0,Brand new teeter hangup never used,https://us.letgo.com/en/i/Brand-new-teeter-hangup-never-used_28acf053-0274-4ad9-a459-3e20718de427,Brand new teeter hangup never used. $100.0. Teeter hang up
Rolling tool chest,35.61871400000001,"Canton, NC",-82.839653,25.0,red portable tool chest,https://us.letgo.com/en/i/red-portable-tool-chest_f284475d-ac60-4b8e-8a22-df9cb9f75014,red portable tool chest. $25.0. Rolling tool chest
Antique Rocking Chair,35.61871400000001,"Canton, NC",-82.839653,85.0,brown wooden framed brown padded armchair,https://us.letgo.com/en/i/brown-wooden-framed-brown-padded-armchair_117c5fb5-9757-4f58-b85d-6bb0a281354c,brown wooden framed brown padded armchair. $85.0. Antique Rocking Chair
12 trolls all for $10,35.311300582285,"Hendersonville, NC",-82.464163955378,10.0,Trolls lot,https://us.letgo.com/en/i/Trolls-lot-_eacc4c1f-9c33-4eec-913a-9d1f77cea6e4,Trolls lot. $10.0. 12 trolls all for $10
$5 each,35.311300582285,"Hendersonville, NC",-82.464163955378,5.0,Vintage Carebears,https://us.letgo.com/en/i/Vintage-Carebears-_6e062f39-d777-47cb-8e86-74f5e75ba742,Vintage Carebears. $5.0. $5 each
14 windows + 2 smaller ones. Great for crafts. $10 each,35.8157131,"Mars Hill, NC",-82.5370218,10.0,Old timey windows,https://us.letgo.com/en/i/Old-timey-windows_2bcdc525-845b-4614-b0be-42eb2afd5444,Old timey windows. $10.0. 14 windows + 2 smaller ones. Great for crafts. $10 each
Glider Rockers with foot rests. (2),35.61871400000001,"Canton, NC",-82.839653,50.0,brown wooden framed gray padded glider chair,https://us.letgo.com/en/i/brown-wooden-framed-gray-padded-glider-chair_8c07f912-93f1-4c5c-ac02-7414b5daad7a,brown wooden framed gray padded glider chair. $50.0. Glider Rockers with foot rests. (2)
Three boxes of 2' by 2' ceiling tiles undamaged one box of 2' by 4' ceiling tiles undamaged,35.628189,"Black Mountain, NC",-82.319975,75.0,white and blue Dust Control labeled bucket,https://us.letgo.com/en/i/white-and-blue-Dust-Control-labeled-bucket_fad72a9d-f4e7-42a1-b88f-4de0fe78623f,white and blue Dust Control labeled bucket. $75.0. Three boxes of 2' by 2' ceiling tiles undamaged one box of 2' by 4' ceiling tiles undamaged
Two brightly colored paisley print upholstered chairs. Only used for a year in a smoke free home,35.352829715681,"Hendersonville, NC",-82.52548197209,75.0,Set of two Chairs,https://us.letgo.com/en/i/Set-of-two-Chairs-_30bcb4de-3472-4640-98b7-d4fe0ff5f72b,Set of two Chairs. $75.0. Two brightly colored paisley print upholstered chairs. Only used for a year in a smoke free home
Great condition. Non smoker.,35.339871518571,"Hendersonville, NC",-82.43000483186201,100.0,red fabric 2-seat sofa,https://us.letgo.com/en/i/red-fabric-2-seat-sofa_cc39e8e0-057f-4908-9ae8-e64b1edc4b6a,red fabric 2-seat sofa. $100.0. Great condition. Non smoker.
"New, never used 18'×18' round above ground pool. 4 feet high. 6 individual boxes.",35.3616645,"Horse Shoe, NC",-82.5631637,300.0,Above Ground Pool,https://us.letgo.com/en/i/Above-Ground-Pool-_4aec9ba1-9767-4296-b1e3-4069a2ad7b4d,"Above Ground Pool. $300.0. New, never used 18'×18' round above ground pool. 4 feet high. 6 individual boxes."
super nice dresser,35.413286883765004,"Fletcher, NC",-82.510873115457,45.0,Dresser,https://us.letgo.com/en/i/Dresser-_69877f10-1585-48a9-885c-2c47341d8e63,Dresser. $45.0. super nice dresser
"Like new, barely used. Clean as can be.",35.6493935,"Asheville, NC",-82.5820445,10.0,Nesting box for chicken coop,https://us.letgo.com/en/i/Nesting-box-for-chicken-coop_aebdbbcc-d4ad-4333-8d95-140a1ccbfc07,"Nesting box for chicken coop. $10.0. Like new, barely used. Clean as can be."
Brand new,35.592749,"Asheville, NC",-82.617463,30.0,Schumacher XI41B Power Converter,https://us.letgo.com/en/i/Schumacher-XI41B-Power-Converter-_9a5ba116-de5d-4131-9340-4590a2161a55,Schumacher XI41B Power Converter. $30.0. Brand new
Burton Process 157 Flying V In great shape with just some light scratches from the bindings and from general use. Bottom has a few light scratches,35.504559873727004,"Asheville, NC",-82.5222801085,125.0,"black, green, and red snowboard deck",https://us.letgo.com/en/i/black-green-and-red-snowboard-deck_b7ab2ff4-32c5-4c90-bdae-1bb299ef0d5e,"black, green, and red snowboard deck. $125.0. Burton Process 157 Flying V In great shape with just some light scratches from the bindings and from general use. Bottom has a few light scratches"
Negotiable in great condition,35.413123708196004,"Fletcher, NC",-82.510382419772,100.0,Black China Cabinet,https://us.letgo.com/en/i/Black-China-Cabinet-_5cce5ccc-3847-4405-9877-a1e103d49f2b,Black China Cabinet. $100.0. Negotiable in great condition
Uggs,35.602306,"Asheville, NC",-82.60552,20.0,pair of brown UGG boots,https://us.letgo.com/en/i/pair-of-brown-UGG-boots_ceaf093b-15b1-4f04-9f99-0308f59f768f,pair of brown UGG boots. $20.0. Uggs
Nike air max size 5.5,35.602306,"Asheville, NC",-82.60552,10.0,pair of black-and-gray Nike running shoes,https://us.letgo.com/en/i/pair-of-black-and-gray-Nike-running-shoes_afa60d03-144a-42f7-9e16-647919fb4a9d,pair of black-and-gray Nike running shoes. $10.0. Nike air max size 5.5
very well made table,35.413209706204,"Fletcher, NC",-82.510172958783,25.0,outdoor metal and glass table,https://us.letgo.com/en/i/outdoor-metal-and-glass-table-_a6b21081-9dbe-47cd-98fc-5c8b02baed54,outdoor metal and glass table. $25.0. very well made table
Santa Fe and 1950's Steam Engine. Make offer,35.45700210000001,"Waynesville, NC",-83.0276566,0.0,Old Lionel Trains,https://us.letgo.com/en/i/Old-Lionel-Trains-_46b197df-cb8d-479d-a359-b1f445fea685,Old Lionel Trains. $0.0. Santa Fe and 1950's Steam Engine. Make offer
I bought on Macys for 30 I will go 20. Never been worn.,35.3905389,"Hendersonville, NC",-82.363863,20.0,Mens nike t shirt,https://us.letgo.com/en/i/Mens-nike-t-shirt_6bc38bfc-0132-4d9e-8ed3-84869509f672,Mens nike t shirt. $20.0. I bought on Macys for 30 I will go 20. Never been worn.
Great shape clean only selling because im moving great for storing food,35.6332784,"Asheville, NC",-82.530551,50.0,Hardly used deep freezer,https://us.letgo.com/en/i/Hardly-used-deep-freezer_2206a6b8-bcb9-46e9-8115-5bb352aa501d,Hardly used deep freezer. $50.0. Great shape clean only selling because im moving great for storing food
A jvc home theater system 5 disc changer,35.58371339999999,"Asheville, NC",-82.6595792,50.0,Jvc,https://us.letgo.com/en/i/Jvc_9b259ecc-c3ae-40a6-bf87-6fbe3c83e739,Jvc. $50.0. A jvc home theater system 5 disc changer
super nice condition,35.412799419297,"Fletcher, NC",-82.510136055523,20.0,Lounge chair,https://us.letgo.com/en/i/Lounge-chair-_092590c2-958a-4328-96ee-65fa11eadcdd,Lounge chair. $20.0. super nice condition
two feet high super nice condition,35.413012973998,"Fletcher, NC",-82.510508282547,15.0,End table,https://us.letgo.com/en/i/End-table_6dce2a59-9221-4d8b-b508-b7f45f00ea09,End table. $15.0. two feet high super nice condition
super comfy chairs,35.413012973998,"Fletcher, NC",-82.510508282547,30.0,Set of four dining room chairs,https://us.letgo.com/en/i/Set-of-four-dining-room-chairs_4b0ef6ee-8d5f-44d0-bb88-66824c03ad1c,Set of four dining room chairs. $30.0. super comfy chairs
Set of 2,35.58063205912,"Asheville, NC",-82.631789060896,100.0,tufted gray fabric sofa chair,https://us.letgo.com/en/i/tufted-gray-fabric-sofa-chair_58a42f28-5606-4f30-a3ee-3ce913795cda,tufted gray fabric sofa chair. $100.0. Set of 2
negotiable,35.426519522476,"Fletcher, NC",-82.50289010823,100.0,Lighted display cabinet 6’2,https://us.letgo.com/en/i/Lighted-display-cabinet-6-2_59a6a907-d51e-4639-9c4e-fd6344a6d9d8,Lighted display cabinet 6’2. $100.0. negotiable
"8,200 miles. Good bike.",35.77563170000001,"Weaverville, NC",-82.5385304,1400.0,2007 Hyosung 250,https://us.letgo.com/en/i/2007-Hyosung-250_2ba1cda3-a93e-4cff-a6c9-6af501eae867,"2007 Hyosung 250. $1400.0. 8,200 miles. Good bike."
TracRac 27000-01 -New in Box,35.5523415,"Asheville, NC",-82.6241615,350.0,Ladder Rack,https://us.letgo.com/en/i/Ladder-Rack-_0f31682d-f546-4539-b8bd-4d60e821c8f2,Ladder Rack. $350.0. TracRac 27000-01 -New in Box
2002 f550 automatic 4wd second gear is bad title in hand,35.26456560000001,"Flat Rock, NC",-82.40815699999997,8500.0,Ford - F-5 - 2002,https://us.letgo.com/en/i/Ford-F-5-2002_d96601e9-0d75-4638-a849-bcfeec0157f5,Ford - F-5 - 2002. $8500.0. 2002 f550 automatic 4wd second gear is bad title in hand
"Adjustable, rolls",35.60469110000001,"Asheville, NC",-82.48610529999998,0.0,Desk chair,https://us.letgo.com/en/i/Desk-chair_9b892537-5fc1-4d9f-bfd8-1f4222c4fd1e,"Desk chair. $0.0. Adjustable, rolls"
19x8.5. Comes with toyo proxes all seadon performance tires. Cash only,35.61386599999999,"Asheville, NC",-82.566976,700.0,Enkei Racing Rims,https://us.letgo.com/en/i/Enkei-Racing-Rims_a0c28d0d-740c-46d9-8e40-76c067f63d70,Enkei Racing Rims. $700.0. 19x8.5. Comes with toyo proxes all seadon performance tires. Cash only
4267 old clyde rd clyde starts at 9 till noon,35.5334209,"Clyde, NC",-82.895016,0.0,Huge yard sale starting tom goin through sat,https://us.letgo.com/en/i/Huge-yard-sale-starting-tom-goin-through-sat-_89e5d203-a811-47c0-b15b-e331981b6ab0,Huge yard sale starting tom goin through sat. $0.0. 4267 old clyde rd clyde starts at 9 till noon
Samsung Galaxy J7 16GB Unlocked Black MODEL # SM-J727U,35.592749,"Asheville, NC",-82.617463,100.0,Samsung Galaxy J7,https://us.letgo.com/en/i/Samsung-Galaxy-J7-_5127922f-23c3-4659-a67d-ab85f571d377,Samsung Galaxy J7. $100.0. Samsung Galaxy J7 16GB Unlocked Black MODEL # SM-J727U
"Pair of wooden, single drawer night stands. They are heavy but durable.5 bucks each obo",35.6221746,"Asheville, NC",-82.5586265,5.0,2 night stands,https://us.letgo.com/en/i/2-night-stands_b6c0a2db-2608-468d-ac0e-35bc5067991e,"2 night stands. $5.0. Pair of wooden, single drawer night stands. They are heavy but durable.5 bucks each obo"
"Frogg Toggs XL/XXL Pack Jacket, literally never worn. Waterproof and lightweight. Hood folds out of the collar. Comes with travel pouch.",35.4887145,"Waynesville, NC",-82.9887477,20.0,Frogg Toggs XL/XXL Pack Jacket,https://us.letgo.com/en/i/Frogg-Toggs-XL-XXL-Pack-Jacket_362d2fa8-65be-42be-8959-635696573226,"Frogg Toggs XL/XXL Pack Jacket. $20.0. Frogg Toggs XL/XXL Pack Jacket, literally never worn. Waterproof and lightweight. Hood folds out of the collar. Comes with travel pouch."
"Perfect condition, never used. No rips, holes, tears, or odors. Sturdy canvas-like material. Thick, padded shoulder straps. Spacious. Logo is embroidered on the front flap.",35.4887145,"Waynesville, NC",-82.9887477,20.0,Life is Good Backpack,https://us.letgo.com/en/i/-Life-is-Good-Backpack_cb471140-d271-489a-b78e-9730615ab57d,"Life is Good Backpack. $20.0. Perfect condition, never used. No rips, holes, tears, or odors. Sturdy canvas-like material. Thick, padded shoulder straps. Spacious. Logo is embroidered on the front flap."
"This softshell delivers amazing style and even more amazing warmth thanks to ColdGear® Infrared. You see that pattern inside? It's actually a soft ceramic coating that absorbs your body heat and holds onto it - keeping you warmer, longer. Perfect for hitting the hill or just heading out when it's seriously cold. •Slick bonded fleece exterior with windproof laminate. •Internal ceramic coating that seeks, absorbs, and retains body heat to keep you warmer, longer. •Soft, brushed interior locks in heat for all-day warmth and comfort. •Highly water-resistant UA Storm technology repels rain and snow for all-weather wear. •Lightweight, 4-Way Stretch construction improves mobility and maintains shape. •UA MagZip magnetic quick zip for extra easy on/off. •Secure hand pockets and internal audio pocket. ***Preowned and in EXCELLENT CONDITION *** Must meet in Hendersonville No holds",35.303504764714,"Hendersonville, NC",-82.442836723537,25.0,UA Coldwear Infrared Hoodie Size YLG,https://us.letgo.com/en/i/UA-Coldwear-Infrared-Hoodie-Size-YLG_cc46fbf4-940f-440f-acf7-0972624c18dd,"UA Coldwear Infrared Hoodie Size YLG. $25.0. This softshell delivers amazing style and even more amazing warmth thanks to ColdGear® Infrared. You see that pattern inside? It's actually a soft ceramic coating that absorbs your body heat and holds onto it - keeping you warmer, longer. Perfect for hitting the hill or just heading out when it's seriously cold. •Slick bonded fleece exterior with windproof laminate. •Internal ceramic coating that seeks, absorbs, and retains body heat to keep you warmer, longer. •Soft, brushed interior locks in heat for all-day warmth and comfort. •Highly water-resistant UA Storm technology repels rain and snow for all-weather wear. •Lightweight, 4-Way Stretch construction improves mobility and maintains shape. •UA MagZip magnetic quick zip for extra easy on/off. •Secure hand pockets and internal audio pocket. ***Preowned and in EXCELLENT CONDITION *** Must meet in Hendersonville No holds"
Sharp Compet financial calculator. Retails for $50. Perfect for tax season! Come with unopened office supplies. Will not sell separately.,35.4887145,"Waynesville, NC",-82.9887477,15.0,Sharp Compet Financial Calculator,https://us.letgo.com/en/i/Sharp-Compet-Financial-Calculator_75b3ebf8-c2a4-42b2-85ea-cf8b03ea2e88,Sharp Compet Financial Calculator. $15.0. Sharp Compet financial calculator. Retails for $50. Perfect for tax season! Come with unopened office supplies. Will not sell separately.
"24"" blacklight. Zero damage, new bulb.",35.4887145,"Waynesville, NC",-82.9887477,10.0,"24"" Blacklight",https://us.letgo.com/en/i/24-Blacklight_fd0e3272-0cb2-4dad-9842-3e519ab53daa,"24"" Blacklight. $10.0. 24"" blacklight. Zero damage, new bulb."
super nice watch in super nice condition.,35.4499,"Waynesville, NC",-82.9761,125.0,Invicta Specialty Model,https://us.letgo.com/en/i/Invicta-Specialty-Model_ebcf318d-4236-417f-b476-e7f4a7bd2298,Invicta Specialty Model. $125.0. super nice watch in super nice condition.
"All three titles in the Resistance series. No skipping, lagging, or glitches. Recently played and in perfect working order. Will not sell separately. All titles rated ""M"".",35.4887145,"Waynesville, NC",-82.9887477,20.0,Resistance: Fall of Man Trilogy,https://us.letgo.com/en/i/Resistance-Fall-of-Man-Trilogy_d512e4c7-e162-47f5-8787-c9a02b2491df,"Resistance: Fall of Man Trilogy. $20.0. All three titles in the Resistance series. No skipping, lagging, or glitches. Recently played and in perfect working order. Will not sell separately. All titles rated ""M""."
